item_num,bid_value
1884,5.5
1885,10.0
1885,7.0
1885,5.0
1886,16.5
1886,13.59
1886,13.0
1886,12.0
1886,10.0
1887,100.0
1887,99.01
1887,90.0
1887,76.02
1887,75.0
1887,60.0
1887,52.0
1887,46.0
1887,20.01
1887,7.0
1887,4.0
1888,37.0
1888,35.05
1888,32.0
1888,26.8
1888,18.0
1888,0.99
1889,24.0
1889,23.99
1889,20.0
1889,19.0
1889,16.51
1889,15.01
1889,15.0
1889,0.99
1890,16.0
1890,15.0
1890,12.0
1890,9.01
1891,33.01
1891,31.01
1891,28.0
1891,27.0
1891,25.0
1892,20.19
1892,16.51
1892,15.0
1892,9.01
1893,35.5
1893,30.0
1893,27.0
1893,25.0
1893,20.0
1893,15.01
1893,6.0
1893,1.0
1894,66.66
1894,32.06
1894,28.06
1894,25.02
1894,18.0
1894,14.5
1894,12.99
1894,12.01
1895,25.0
1895,21.0
1895,19.05
1895,16.23
1895,12.5
1895,10.0
1895,2.0
1896,5.25
1896,5.0
1896,1.0
1897,141.5
1897,125.0
1897,123.5
1897,60.0
1897,1.04
1897,1.0
1898,22.0
1898,7.0
1898,2.25
1898,1.25
1899,5.28
1899,3.99
1899,2.0
1900,16.55
1900,15.51
1900,13.5
1900,11.0
1900,10.0
1900,9.0
1900,8.5
1901,84.5
1901,83.5
1901,80.0
1901,80.0
1901,70.01
1901,61.0
1901,46.78
1901,30.0
1901,20.0
1902,147.5
1902,145.0
1902,144.0
1902,135.01
1902,135.0
1902,125.01
1902,123.5
1902,100.0
1902,1.29
1903,85.55
1903,85.01
1903,80.0
1903,2.0
1903,0.99
1904,9.0
1904,9.0
1904,8.0
1904,6.57
1904,5.57
1904,4.01
1905,5.6
1905,5.28
1905,1.0
1906,120.01
1906,108.05
1906,100.0
1906,95.01
1906,84.0
1906,84.0
1906,80.0
1906,10.0
1906,5.0
1907,30.69
1907,28.0
1907,25.25
1907,22.99
1907,21.99
1907,21.51
1907,20.0
1907,14.05
1907,12.0
1907,9.0
1907,6.0
1908,90.01
1908,84.0
1908,78.53
1908,75.0
1908,60.51
1908,60.0
1908,25.01
1908,24.0
1908,5.53
1909,6.0
1909,4.01
1909,4.0
1909,1.25
1910,5.11
1910,4.8
1910,4.0
1910,3.0
1911,5.0
1911,4.65
1911,2.0
1912,4.51
1912,4.25
1912,4.0
1912,2.0
1913,4.7
1913,4.0
1913,3.0
1914,3.99
1914,3.0
1914,2.0
1915,5.0
1915,4.26
1915,3.0
1916,11.0
1916,10.76
1916,5.56
1916,4.0
1916,3.99
1916,1.25
1917,240.0
1917,125.0
1917,121.1
1917,100.0
1918,121.0
1918,118.0
1918,105.0
1918,100.0
1918,80.0
1918,72.0
1918,60.0
1919,65.0
1919,65.0
1919,50.0
1920,175.0
1920,152.5
1920,122.0
1920,120.01
1920,90.0
1920,80.0
1920,66.66
1920,50.0
1921,26.0
1921,21.12
1921,15.01
1921,10.5
1921,10.0
1921,9.0
1921,7.0
1922,5.25
1922,5.1
1922,4.1
1922,1.25
1923,13.5
1923,12.5
1923,11.5
1923,11.0
1923,8.5
1923,7.5
1924,20.0
1924,20.0
1924,15.51
1924,15.01
1924,13.54
1924,10.0
1924,8.0
1925,88.88
1925,85.0
1925,76.0
1925,75.0
1925,45.01
1925,43.97
1925,40.01
1925,35.0
1925,34.0
1926,115.0
1926,113.0
1926,99.99
1927,10.5
1927,10.0
1927,5.76
1927,4.0
1927,2.0
1928,151.99
1928,120.0
1928,99.99
1929,16.99
1929,9.01
1929,5.01
1930,9.26
1930,8.99
1930,5.76
1931,12.01
1931,12.0
1931,10.0
1931,9.56
1931,6.26
1932,13.52
1932,13.0
1932,10.02
1932,8.0
1932,5.76
1932,5.26
1932,4.0
1933,10.0
1933,7.5
1933,6.5
1933,6.0
1933,5.28
1933,5.0
1933,2.0
1934,15.26
1934,15.0
1934,14.0
1934,10.0
1934,8.76
1934,8.26
1934,7.0
1934,5.25
1934,5.0
1935,70.0
1935,65.0
1935,55.0
1935,52.01
1935,48.0
1935,45.51
1935,45.0
1935,40.0
1935,40.0
1935,32.0
1935,30.0
1935,22.5
1935,20.0
1936,14.01
1936,13.54
1936,13.01
1936,12.0
1936,12.0
1936,10.26
1936,10.01
1936,4.0
1937,8.53
1937,7.5
1937,4.01
1938,11.65
1938,11.02
1938,11.0
1938,10.0
1938,9.0
1938,7.5
1938,3.99
1939,9.01
1939,8.3
1939,6.28
1939,5.28
1939,4.27
1939,3.07
1940,11.05
1940,10.01
1940,9.0
1940,7.25
1940,6.0
1940,3.99
1941,18.51
1941,18.0
1941,16.0
1941,13.76
1941,12.76
1941,12.52
1941,10.0
1941,5.01
1942,48.48
1942,48.0
1942,45.89
1942,40.89
1942,35.69
1942,32.5
1942,25.56
1942,25.0
1942,20.0
1942,15.99
1943,100.51
1943,90.99
1943,82.0
1943,80.0
1943,77.0
1943,72.01
1943,60.0
1943,50.0
1943,38.98
1943,20.0
1943,15.0
1944,36.89
1944,30.0
1944,28.55
1944,24.5
1944,20.0
1944,15.99
1944,15.0
1945,15.01
1945,15.0
1945,8.5
1946,50.0
1946,40.0
1946,33.33
1946,15.0
1946,9.99
1947,62.15
1947,60.0
1947,55.0
1947,51.5
1947,51.01
1947,35.0
1947,30.0
1947,25.0
1947,20.99
1947,20.0
1948,155.67
1948,153.76
1948,150.0
1948,141.85
1948,120.09
1948,50.0
1948,20.0
1948,8.0
1949,3.25
1949,3.0
1949,3.0
1950,125.5
1950,120.0
1950,115.0
1950,100.65
1950,95.0
1950,90.0
1950,85.0
1950,32.02
1951,8.03
1951,6.5
1951,6.0
1951,6.0
1951,5.0
1951,3.51
1952,40.27
1952,38.79
1952,30.01
1952,25.53
1952,25.0
1952,20.0
1952,18.0
1952,15.0
1953,99.0
1953,96.79
1953,96.35
1953,91.0
1953,75.01
1953,65.0
1953,50.01
1953,50.0
1953,28.57
1953,25.0
1953,10.07
1953,10.0
1953,5.0
1954,7.0
1954,6.0
1954,4.0
1955,5.77
1955,5.51
1955,3.99
1955,3.5
1955,2.53
1956,3.51
1956,3.0
1956,3.0
1956,2.27
1957,3.58
1957,3.26
1957,2.28
1958,3.51
1958,3.25
1958,3.0
1958,2.0
1959,5.51
1959,4.01
1959,3.75
1960,4.5
1960,3.5
1960,3.0
1961,13.01
1961,12.0
1961,8.01
1961,7.0
1961,6.0
1962,13.55
1962,12.52
1962,11.54
1962,11.01
1962,10.0
1962,10.0
1962,6.0
1962,6.0
1963,13.01
1963,12.5
1963,11.0
1963,8.0
1963,6.0
1963,4.75
1963,3.0
1964,14.05
1964,13.0
1964,12.0
1964,9.02
1964,4.0
1965,14.06
1965,14.04
1965,13.0
1965,12.04
1965,10.53
1965,10.01
1965,7.0
1965,6.0
1965,4.26
1965,2.5
1966,3450.0
1966,3001.0
1966,2106.0
1966,1600.0
1966,1005.0
1966,800.0
1966,750.0
1966,700.0
1966,550.0
1967,95.0
1967,90.1
1967,86.05
1967,85.09
1967,64.0
1967,60.0
1967,45.0
1968,15.0
1968,14.5
1968,14.0
1968,11.0
1969,585.85
1969,556.75
1969,501.0
1969,426.75
1969,350.0
1969,87.02
1969,35.0
1969,2.25
1969,1.0
1970,17.51
1970,15.0
1970,15.0
1970,12.0
1970,10.0
1971,9.0
1971,8.5
1971,7.0
1972,31.57
1972,26.51
1972,16.0
1972,15.51
1973,95.5
1973,83.59
1973,63.5
1973,30.0
1973,27.99
1973,25.27
1974,18.5
1974,16.02
1974,14.01
1974,12.0
1975,14.0
1975,13.01
1975,10.0
1975,6.5
1975,6.01
1976,12.0
1976,10.01
1976,9.01
1976,6.01
1977,25.0
1977,15.0
1977,6.01
1978,260.0
1978,250.89
1978,235.0
1978,190.0
1978,187.5
1978,182.5
1978,175.0
1978,172.5
1978,151.51
1978,143.99
1978,138.99
1978,125.0
1978,100.0
1978,100.0
1978,85.0
1978,75.0
1978,45.0
1978,30.0
1978,25.0
1979,145.0
1979,120.01
1979,105.0
1979,84.25
1979,75.0
1980,16.76
1980,14.04
1980,13.54
1981,30.01
1981,28.0
1981,22.01
1981,21.01
1981,20.01
1981,15.0
1981,12.0
1981,8.5
1982,26.03
1982,25.57
1982,24.53
1982,19.03
1982,16.5
1982,15.0
1982,10.0
1983,15.5
1983,14.0
1983,12.01
1984,12.56
1984,11.54
1984,9.51
1985,11.57
1985,10.0
1985,8.0
1986,21.99
1986,14.95
1986,9.0
1986,5.98
1987,15.0
1987,12.0
1987,9.5
1987,8.0
1988,10.51
1988,8.5
1988,8.0
1988,0.59
1989,10.06
1989,7.0
1989,5.0
1989,3.51
1989,2.5
1989,2.0
1990,25.0
1990,20.0
1990,18.52
1990,18.02
1990,14.0
1990,14.0
1990,10.49
1991,12.0
1991,8.45
1991,7.5
1991,5.55
1991,5.52
1992,20.0
1992,11.0
1992,8.0
1992,6.5
1992,6.0
1992,5.0
1993,7.5
1993,7.0
1993,6.0
1993,3.76
1993,2.5
1994,35.0
1994,30.01
1994,25.0
1994,25.0
1994,20.52
1994,10.51
1995,75.0
1995,56.5
1995,55.0
1995,42.4
1995,40.2
1995,27.5
1995,22.0
1995,21.55
1995,12.0
1996,45.0
1996,40.0
1996,21.0
1996,16.1
1996,15.05
1996,15.0
1996,12.0
1997,10.5
1997,10.0
1997,8.99
1998,12.0
1998,10.0
1998,8.0
1998,7.5
1998,4.0
1999,15.5
1999,12.57
1999,9.55
2000,26.51
2000,21.11
2000,12.0
2000,10.59
2000,9.0
2001,89.99
2001,85.06
2001,77.77
2002,21.5
2002,21.0
2002,17.0
2002,13.01
2002,13.0
2003,37.01
2003,35.51
2003,24.99
2004,30.0
2004,26.0
2004,25.0
2004,24.55
2004,24.0
2004,22.5
2004,20.01
2004,19.0
2005,22.51
2005,20.0
2005,18.0
2005,15.5
2005,10.0
2005,8.0
2005,6.0
2006,62.0
2006,60.01
2006,58.01
2006,55.0
2006,52.01
2006,50.01
2006,30.0
2006,27.51
2007,20.0
2007,19.0
2007,16.0
2007,10.99
2007,10.51
2008,17.52
2008,16.01
2008,15.51
2008,12.51
2008,10.5
2008,8.0
2008,6.0
2009,36.0
2009,35.0
2009,33.0
2009,30.0
2009,25.5
2009,24.5
2009,20.5
2009,16.0
2009,10.0
2009,6.5
2010,24.55
2010,24.5
2010,12.51
2010,6.5
2011,100.0
2011,98.0
2011,86.5
2011,85.99
2011,82.0
2011,80.0
2011,65.0
2011,35.57
2011,25.0
2012,125.03
2012,117.9
2012,110.0
2012,109.0
2012,90.0
2012,85.0
2012,78.0
2012,65.0
2012,64.01
2012,60.0
2012,26.0
2012,25.01
2013,13.51
2013,13.51
2013,12.5
2013,10.0
2013,8.01
2013,8.0
2013,7.01
2014,25.51
2014,25.01
2014,23.0
2014,23.0
2014,20.0
2014,19.5
2014,18.0
2014,17.75
2014,16.75
2014,9.99
2015,19.81
2015,18.75
2015,16.58
2015,15.04
2015,15.0
2016,20.55
2016,17.51
2016,15.53
2016,15.5
2016,13.78
2016,11.0
2017,14.51
2017,14.05
2017,12.01
2017,12.0
2017,10.0
2018,20.02
2018,17.0
2018,14.67
2018,12.25
2019,17.0
2019,16.0
2019,13.0
2019,12.5
2019,12.34
2019,9.99
2020,17.5
2020,16.0
2020,15.0
2020,12.17
2020,9.99
2021,100.0
2021,89.5
2021,84.0
2021,80.0
2021,79.0
2021,71.13
2021,25.0
2022,13.93
2022,12.51
2022,8.88
2022,8.52
2023,80.01
2023,76.6
2023,60.0
2023,60.0
2023,50.0
2024,8.5
2024,8.0
2024,7.0
2024,6.25
2025,95.0
2025,70.0
2025,69.01
2025,65.0
2025,55.5
2025,50.0
2025,45.0
2025,35.0
2025,31.56
2025,30.0
2025,25.0
2026,26.0
2026,19.0
2026,15.0
2026,14.52
2026,12.52
2027,166.25
2027,165.0
2027,160.0
2027,145.0
2027,80.0
2027,50.0
2027,35.0
2028,42.01
2028,36.01
2028,35.0
2028,31.0
2028,25.0
2028,22.01
2028,20.5
2028,17.99
2028,12.5
2028,10.0
2029,200.0
2029,185.0
2029,180.0
2029,112.51
2029,110.0
2029,100.0
2029,70.0
2029,50.5
2030,90.0
2030,89.01
2030,80.0
2030,66.0
2030,60.0
2030,59.05
2030,55.99
2030,40.05
2030,37.0
2030,35.0
2030,35.0
2030,30.0
2031,9.05
2031,8.0
2031,7.0
2031,6.0
2032,76.53
2032,75.0
2032,67.5
2032,50.0
2032,26.0
2032,25.01
2032,10.5
2033,25.0
2033,22.75
2033,22.0
2033,20.0
2033,20.0
2033,17.0
2033,14.0
2033,12.0
2034,23.51
2034,20.0
2034,19.5
2034,16.0
2034,15.01
2034,13.56
2034,12.51
2034,12.0
2035,27.51
2035,25.5
2035,22.0
2035,18.0
2035,17.0
2035,15.1
2035,12.51
2035,10.0
2035,5.5
2036,38.95
2036,33.0
2036,32.55
2036,31.0
2036,30.01
2036,27.01
2036,25.5
2036,25.01
2036,22.1
2036,19.5
2036,18.51
2036,15.0
2036,11.5
2036,10.0
2037,20.0
2037,17.0
2037,15.0
2037,14.59
2037,12.51
2037,10.0
2038,8.5
2038,8.0
2038,7.55
2039,25.0
2039,25.0
2039,22.55
2039,19.0
2039,16.37
2039,15.03
2039,10.49
2040,121.1
2040,120.0
2040,115.09
2040,100.0
2040,95.0
2040,75.01
2040,50.0
2041,12.0
2041,10.0
2041,8.0
2042,15.0
2042,12.0
2042,8.0
2042,7.0
2043,192.5
2043,185.0
2043,150.0
2043,130.01
2043,120.01
2043,101.01
2043,85.0
2043,50.0
2044,241.01
2044,235.51
2044,230.0
2044,227.77
2044,210.0
2044,200.99
2044,190.0
2044,175.0
2044,157.5
2044,65.25
2044,45.0
2044,15.0
2045,15.0
2045,15.0
2045,13.8
2045,12.0
2045,10.0
2046,20.0
2046,15.0
2046,14.0
2046,12.0
2046,9.0
2047,107.77
2047,86.25
2047,75.02
2047,42.99
2047,10.5
2048,25.5
2048,23.0
2048,20.0
2048,17.51
2048,17.01
2048,16.0
2048,15.0
2048,12.0
2049,25.0
2049,24.5
2049,21.5
2049,15.0
2049,8.0
2050,15.5
2050,12.5
2050,12.0
2050,10.0
2050,10.0
2051,18.0
2051,17.0
2051,10.01
2051,10.0
2051,6.99
2052,35.0
2052,32.25
2052,31.0
2052,26.0
2052,20.5
2052,20.0
2052,14.0
2052,11.61
2052,11.11
2052,10.75
2052,10.01
2053,9.99
2053,8.01
2053,7.51
2054,12.0
2054,10.5
2054,10.0
2054,10.0
2055,12.0
2055,9.0
2055,9.0
2055,8.0
2056,28.0
2056,25.0
2056,25.0
2056,21.0
2056,12.0
2057,11.0
2057,11.0
2057,10.0
2057,10.0
2058,10.5
2058,10.0
2058,10.0
2059,13.5
2059,12.51
2059,10.0
2060,44.0
2060,42.5
2060,36.89
2060,31.0
2060,20.0
2060,10.01
2061,15.0
2061,14.0
2061,11.0
2061,10.0
2061,7.33
2062,11.0
2062,10.0
2062,10.0
2063,101.01
2063,75.07
2063,65.0
2063,65.0
2063,52.0
2063,48.99
2063,31.77
2064,20.0
2064,10.0
2064,8.51
2065,12.5
2065,12.0
2065,10.0
2065,8.65
2066,30.0
2066,28.0
2066,25.0
2066,20.5
2066,20.0
2066,17.0
2066,12.0
2066,9.51
2066,8.51
2067,35.0
2067,30.0
2067,25.0
2067,25.0
2067,21.01
2067,21.0
2068,22.0
2068,18.0
2068,15.0
2068,15.0
2068,12.5
2068,11.01
2068,9.01
2069,35.0
2069,32.5
2069,30.0
2069,26.0
2069,20.0
2069,15.5
2069,15.0
2069,10.01
2069,8.5
2070,37.5
2070,35.0
2070,30.0
2070,27.0
2070,25.0
2070,25.0
2070,19.55
2070,14.0
2071,27.75
2071,25.0
2071,21.0
2071,20.0
2071,17.0
2071,16.0
2071,15.75
2071,15.0
2072,92.0
2072,90.0
2072,60.0
2072,60.0
2072,50.0
2072,35.0
2072,30.0
2072,25.0
2072,17.0
2072,15.0
2072,6.99
2073,46.5
2073,45.0
2073,40.25
2073,38.01
2074,25.0
2074,24.0
2074,21.05
2075,36.0
2075,35.5
2075,33.5
2075,30.0
2075,27.0
2075,25.0
2075,20.0
2075,20.0
2076,16.01
2076,16.0
2076,11.25
2077,18.5
2077,18.0
2077,17.05
2077,15.99
2078,15.0
2078,10.0
2078,5.59
2078,3.99
2079,11.15
2079,8.99
2079,3.99
2079,2.0
2080,20.0
2080,16.11
2080,9.99
2081,43.89
2081,35.5
2081,33.33
2081,30.0
2081,20.0
2082,12.59
2082,11.1
2082,10.59
2083,18.95
2083,17.5
2083,16.5
2083,9.99
2084,75.0
2084,75.0
2084,62.01
2084,49.99
2085,55.0
2085,51.0
2085,50.0
2085,30.5
2085,25.0
2085,18.0
2086,21.0
2086,20.0
2086,18.55
2086,16.11
2086,10.5
2087,115.0
2087,93.5
2087,93.0
2087,91.5
2087,85.5
2087,51.99
2087,45.0
2087,2.0
2088,16.0
2088,12.0
2088,10.05
2088,9.51
2088,9.0
2089,11.39
2089,10.53
2089,9.5
2089,9.0
2090,330.0
2090,325.0
2090,313.13
2090,301.24
2090,255.25
2090,220.5
2090,200.0
2090,145.01
2090,125.65
2090,100.0
2091,135.0
2091,131.51
2091,125.0
2091,81.07
2092,71.51
2092,70.0
2092,60.0
2092,37.57
2093,61.52
2093,60.0
2093,51.51
2094,1111.0
2094,601.0
2094,200.0
2094,5.0
2094,3.0
2095,90.0
2095,77.77
2095,30.0
2096,15.0
2096,7.5
2096,5.99
2097,181.0
2097,175.0
2097,40.01
2097,31.9
2098,35.05
2098,35.0
2098,33.0
2098,32.01
2098,30.99
2099,57.5
2099,55.07
2099,47.53
2099,38.51
2099,20.0
2099,10.05
2099,6.75
2100,7.0
2100,3.05
2100,2.67
2101,36.99
2101,32.0
2101,25.99
2102,250.0
2102,187.5
2102,150.0
2102,100.01
2102,65.0
2102,60.0
2103,14.15
2103,14.0
2103,10.5
2104,36.0
2104,35.0
2104,34.87
2104,27.01
2104,23.0
2104,21.0
2104,12.0
2104,12.0
2104,10.5
2104,10.0
2105,21.25
2105,20.01
2105,19.53
2105,18.53
2105,16.75
2106,400.0
2106,340.0
2106,285.0
2106,240.5
2106,200.0
2106,175.0
2106,151.0
2106,140.0
2106,130.39
2106,114.0
2106,100.0
2107,46.8
2107,46.66
2107,40.0
2107,28.01
2107,19.01
2107,12.0
2107,5.01
2108,40.0
2108,35.0
2108,25.0
2108,20.05
2108,20.0
2108,11.5
2108,5.0
2108,2.0
2109,17.0
2109,15.0
2109,5.01
2109,2.0
2110,544.0
2110,525.01
2110,495.0
2110,485.0
2110,480.0
2110,480.0
2110,426.87
2110,415.0
2110,355.0
2110,315.0
2110,305.0
2110,300.0
2110,133.07
2110,45.0
2110,12.5
2111,202.5
2111,185.25
2111,175.25
2111,170.05
2111,144.0
2111,140.0
2111,135.0
2111,120.0
2111,70.0
2111,12.5
2112,482.0
2112,438.01
2112,408.0
2112,400.99
2112,400.0
2112,375.0
2112,205.0
2112,200.0
2112,120.0
2112,39.33
2112,15.5
2112,12.5
2113,171.51
2113,168.0
2113,165.0
2113,126.09
2113,120.0
2113,80.0
2113,70.0
2113,30.0
2113,12.5
2114,185.02
2114,184.0
2114,171.12
2114,170.0
2114,150.0
2114,149.0
2114,120.01
2114,81.0
2114,39.44
2114,12.5
2115,216.01
2115,216.0
2115,191.06
2115,181.81
2115,180.0
2115,125.0
2115,120.57
2115,110.82
2115,100.09
2115,90.0
2115,83.0
2115,79.0
2115,72.72
2115,12.5
2116,201.5
2116,185.25
2116,169.0
2116,165.0
2116,155.0
2116,150.0
2116,144.0
2116,130.0
2116,108.0
2116,100.0
2116,45.13
2116,12.5
2117,805.02
2117,781.0
2117,750.0
2117,620.0
2117,615.87
2117,600.0
2117,450.09
2117,150.0
2117,101.0
2117,100.0
2117,77.64
2118,100.0
2118,100.0
2118,81.07
2119,42.59
2119,40.0
2119,35.0
2119,35.0
2119,25.0
2119,1.0
2120,25.0
2120,15.0
2120,12.25
2120,10.0
2121,21.98
2121,21.0
2121,19.55
2121,17.0
2121,15.99
2121,10.0
2121,7.0
2121,5.0
2122,7.0
2122,6.0
2122,5.01
2122,4.0
2122,2.0
2123,9.0
2123,7.51
2123,5.0
2124,10.0
2124,8.0
2124,7.0
2125,16.01
2125,15.99
2125,15.01
2125,12.0
2125,10.0
2125,5.0
2126,39.01
2126,36.51
2126,33.0
2126,30.02
2126,26.76
2126,23.0
2126,11.5
2126,10.0
2127,10.0
2127,8.5
2127,7.5
2127,5.0
2127,1.0
2128,14.92
2128,13.75
2128,12.0
2128,11.5
2128,8.0
2128,5.0
2128,1.25
2128,1.0
2129,17.0
2129,16.52
2129,15.0
2129,14.01
2129,12.78
2129,11.5
2129,10.0
2129,9.5
2129,2.5
2130,21.0
2130,20.0
2130,19.64
2130,13.25
2130,12.5
2130,10.0
2130,10.0
2131,14.1
2131,11.5
2131,10.5
2131,9.1
2131,8.6
2132,50.0
2132,45.0
2132,40.0
2133,18.0
2133,15.5
2133,12.99
2134,16.01
2134,15.51
2134,12.51
2135,36.0
2135,35.0
2135,20.0
2136,1000.06
2136,1000.0
2136,155.0
2136,150.0
2136,59.0
2136,57.0
2136,40.0
2136,12.0
2136,5.0
2137,85.02
2137,78.01
2137,75.01
2137,72.0
2137,65.0
2138,285.0
2138,280.0
2138,277.77
2138,260.0
2138,190.0
2138,150.0
2139,651.0
2139,605.55
2139,595.0
2139,250.01
2140,175.0
2140,165.0
2140,145.99
2140,15.0
2140,6.0
2140,5.0
2141,2300.0
2141,2010.0
2141,1900.0
2141,1743.43
2141,900.0
2142,65.71
2142,65.0
2142,62.0
2142,40.0
2142,30.0
2142,20.51
2143,48.0
2143,46.0
2143,39.5
2143,38.0
2143,35.99
2143,32.55
2143,22.5
2143,20.25
2143,16.0
2143,11.01
2143,10.0
2143,6.5
2143,6.0
2144,17.5
2144,17.5
2144,16.5
2145,40.0
2145,27.23
2145,24.5
2146,45.0
2146,43.87
2146,28.05
2146,26.06
2147,49.99
2147,47.0
2147,45.07
2147,26.06
2148,42.01
2148,41.01
2148,40.0
2148,37.01
2148,36.53
2148,30.01
2149,55.77
2149,45.98
2149,38.0
2149,31.03
2149,25.0
2150,132.01
2150,127.0
2150,75.0
2150,69.0
2150,65.0
2150,60.51
2150,30.0
2151,85.0
2151,76.01
2151,66.0
2151,65.01
2151,35.0
2151,15.0
2152,75.0
2152,72.25
2152,65.0
2152,61.03
2152,55.0
2152,50.01
2152,44.0
2152,36.0
2152,26.0
2152,25.0
2152,15.0
2152,10.0
2153,24.0
2153,20.01
2153,19.0
2153,18.63
2153,17.02
2153,16.0
2153,11.0
2153,10.0
2154,15.0
2154,15.0
2154,13.0
2155,60.0
2155,40.0
2155,40.0
2155,35.76
2155,35.0
2155,30.76
2155,25.75
2155,25.0
2155,15.99
2155,15.75
2156,11.05
2156,10.0
2156,8.0
2156,6.25
2156,5.0
2157,25.0
2157,20.01
2157,12.0
2157,10.01
2158,10.51
2158,10.01
2158,9.52
2158,6.01
2158,6.0
2158,5.0
2158,2.25
2159,122.75
2159,110.0
2159,101.0
2159,85.02
2159,85.0
2159,56.0
2159,20.0
2160,30.07
2160,26.0
2160,25.01
2160,22.0
2160,19.5
2160,15.0
2161,21.01
2161,21.01
2161,20.01
2161,16.0
2161,13.24
2161,12.0
2161,11.56
2162,10.0
2162,9.5
2162,8.49
2162,7.75
2163,22.5
2163,21.5
2163,17.0
2163,15.5
2163,12.0
2164,99.99
2164,80.0
2164,75.0
2164,70.0
2164,65.0
2164,55.0
2164,50.0
2164,40.0
2164,37.0
2164,33.0
2164,30.0
2165,50.0
2165,45.01
2165,38.55
2165,32.5
2165,25.0
2165,22.08
2165,15.99
2166,25.0
2166,20.0
2166,16.0
2166,14.0
2166,11.8
2167,7.73
2167,7.5
2167,6.73
2168,30.0
2168,22.0
2168,19.65
2168,14.5
2168,12.0
2169,2.25
2169,1.15
2169,1.02
2169,0.5
2170,1.5
2170,1.15
2170,1.02
2171,15.5
2171,14.01
2171,13.01
2171,12.0
2172,70.0
2172,65.98
2172,48.55
2172,40.0
2172,31.03
2172,24.0
2172,20.0
2172,13.52
2172,1.25
2173,11.65
2173,11.55
2173,10.0
2173,7.0
2174,10.01
2174,9.65
2174,8.1
2174,7.1
2174,5.0
2175,25.01
2175,22.0
2175,14.5
2175,13.02
2176,12.1
2176,12.0
2176,10.1
2176,8.01
2177,12.65
2177,10.01
2177,9.55
2177,6.51
2177,6.0
2178,28.01
2178,27.0
2178,25.01
2178,25.0
2178,24.0
2178,22.5
2178,6.73
2179,23.05
2179,21.65
2179,15.0
2179,12.03
2180,13.65
2180,12.86
2180,12.0
2180,8.77
2181,16.99
2181,14.68
2181,13.52
2181,13.0
2181,9.51
2182,172.78
2182,152.5
2182,150.0
2182,144.0
2182,140.01
2182,135.0
2182,121.0
2182,112.51
2182,100.0
2182,75.01
2182,5.0
2182,2.0
2183,160.01
2183,149.5
2183,140.0
2183,132.0
2183,85.01
2183,65.0
2183,5.0
2184,301.1
2184,296.0
2184,265.5
2184,250.0
2184,185.0
2184,115.0
2184,72.0
2184,35.0
2184,13.0
2185,1675.0
2185,1617.26
2185,1551.0
2185,1276.0
2185,1150.0
2185,1000.0
2185,1000.0
2185,950.0
2185,900.0
2185,700.0
2185,660.0
2185,545.0
2185,525.0
2185,500.0
2185,400.0
2185,300.0
2185,235.0
2185,30.0
2185,10.0
2186,256.0
2186,240.0
2186,201.0
2186,35.0
2186,25.0
2187,15.0
2187,14.0
2187,8.5
2187,5.05
2187,4.25
2188,14.0
2188,13.0
2188,10.21
2188,8.99
2189,13.0
2189,11.51
2189,10.0
2189,7.5
2190,31.0
2190,26.0
2190,25.0
2190,18.0
2190,15.51
2190,12.0
2190,10.0
2190,6.5
2190,6.0
2190,5.0
2191,15.0
2191,13.53
2191,12.0
2192,17.59
2192,16.0
2192,15.0
2192,13.53
2192,9.59
2193,15.0
2193,9.5
2193,9.0
2193,6.5
2193,5.0
2194,7.0
2194,6.0
2194,4.75
2194,4.0
2194,2.5
2195,4.27
2195,4.0
2195,3.0
2195,2.0
2196,5.0
2196,4.0
2196,2.0
2197,12.01
2197,10.5
2197,10.0
2197,9.1
2197,7.5
2198,15.05
2198,12.6
2198,12.0
2198,11.0
2198,10.0
2198,8.0
2199,38.68
2199,35.53
2199,35.5
2199,25.0
2200,9.0
2200,7.5
2200,7.0
2201,10.32
2201,10.01
2201,5.0
2201,4.25
2202,7.55
2202,6.01
2202,4.75
2202,3.0
2203,20.52
2203,20.02
2203,19.0
2203,18.03
2204,5.5
2204,5.0
2204,4.0
2205,8.05
2205,8.0
2205,4.01
2206,11.07
2206,9.33
2206,8.2
2206,6.75
2206,5.0
2206,3.0
2207,16.0
2207,10.0
2207,3.5
2208,9.11
2208,8.0
2208,4.99
2209,420.0
2209,412.0
2209,381.0
2209,338.0
2209,303.0
2209,277.77
2209,270.0
2209,205.0
2209,200.0
2209,175.0
2209,125.0
2209,60.0
2209,51.0
2210,12.5
2210,11.0
2210,8.0
2210,5.0
2211,18.01
2211,16.8
2211,15.01
2211,15.01
2211,13.01
2212,27.0
2212,25.0
2212,24.5
2212,22.05
2212,20.02
2212,20.0
2212,15.0
2213,9.0
2213,8.01
2213,3.0
2214,9.99
2214,8.56
2214,6.0
2215,35.25
2215,35.0
2215,30.01
2215,30.0
2215,21.0
2216,30.0
2216,22.01
2216,15.01
2216,5.0
2217,11.0
2217,9.0
2217,7.0
2217,2.75
2217,1.49
2217,1.0
2218,10.11
2218,10.0
2218,8.01
2218,7.0
2218,6.35
2218,5.0
2218,2.0
2218,1.49
2219,15.76
2219,15.05
2219,11.53
2219,11.5
2219,10.5
2220,16.5
2220,15.51
2220,15.0
2220,13.51
2220,8.03
2220,8.0
2221,20.2
2221,15.0
2221,13.0
